op,Peças,Quantidade,Tamanho da peça,Peso,Tempo,Espessura,Aproveitamento,Tamanho da chapa,qt. chapa,data abertura de op,maquina,op_espelho,opp,DATA,PADRÃO?,operador_final_matricula
1687 JFY,451540 - TRANSVERSINA DIANTEIRA _ CHASSI 1 EIXO _ FTC 6500,6,900.00 * 349.57,,,"6,35 mm ","0,848","1200,00 × 1950,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1687 JFY,025237 - FECHAMENTO DO APOIO - CHASSI FA6 RD,32,65.00 * 90.00,,,"6,35 mm ","0,848","1200,00 × 1950,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1687 JFY,423075 - REFORÇO DA LONGARINA _ CHASSI 1 EIXO _ FTC 6500,6,400.00 * 205.00,,,"6,35 mm ","0,848","1200,00 × 1950,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1687 JFY,423191 - PLASMA,4,687.00 * 279.00,,,"6,35 mm ","0,848","1200,00 × 1950,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1687 JFY,031905 - SUPORTE DO GIGANTE _ FECHAMENTO DIANTEIRO _ UVA,24,188.25 * 315.00,,,"6,35 mm ","0,848","1200,00 × 1950,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1687 JFY,018338 - ENGATE S TRAVA - GRADES CBHM,4,150.00 * 44.00,,,"6,35 mm ","0,848","1200,00 × 1950,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1687 JFY,030721-COMPLEMENTO DA LONGARINA,6,97.19 * 50.00,,,"6,35 mm ","0,848","1200,00 × 1950,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1687 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],4,40.00 * 95.00,,,"6,35 mm ","0,848","1200,00 × 1950,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1687 JFY,033612 - ARRUELA [ESPAÇADOR - CBH M18],76,38.00 * 38.00,,,"6,35 mm ","0,848","1200,00 × 1950,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
20210,"450870 - LONGARINA _ CHASSI DA CAÇAMBA-PLATAFORMA 1 EIXO _ CBH-CBHM 6,0T.DWG",12,"3695,99 × 254,80 mm","44,10 kg",0:02:44,"MS 6,00 mm ","92,01%","3750,00 × 1210,00 mm","3,00",03/04/2025,Plasma,,opp,,,PCP
20210,030721-COMPLEMENTO DA LONGARINA.dwg,201,"97,19 × 50,00 mm","0,19 kg",0:00:14,"MS 6,00 mm ","92,01%","3750,00 × 1210,00 mm","3,00",03/04/2025,Plasma,,opp,,,PCP
20210,018338 - ENGATE S TRAVA - GRADES CBHM.dwg,72,"150,00 × 44,00 mm","0,30 kg",0:00:16,"MS 6,00 mm ","92,01%","3750,00 × 1210,00 mm","3,00",03/04/2025,Plasma,,opp,,,PCP
20208,028136 - FLANGE LIGAÇAO,2,"101,00 × 101,00 mm","0,4 kg",0:00:33,"MS 10,00 mm ","38,46%","240,00 × 115,00 mm","1,00",03/04/2025,Plasma,,opp,,,PCP
20209,028291,2,"159,00 × 159,00 mm","0,8 kg",0:00:32,"MS 6,00 mm ","59,35%","340,00 × 170,00 mm","1,00",03/04/2025,Plasma,,opp,,,PCP
20211,027911 - FLANGE DO TUBO DO CONJUNTO DA RODA.DWG,4,"165,00 × 165,00 mm","1,05 kg",0:00:46,"MS 12,00 mm ","31,93%","200,00 × 700,00 mm","1,00",03/04/2025,Plasma,,opp,,,PCP
107040,032353 - COMPL. SUPORTE FRONTAL _ CHASSI,16,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,032352A - SUPORTE FRONTAL FURADO _ CHASS,16,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,033889 - REFORÇO INTERIOR DO CABEÇÃO,44,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,030316 - REFORÇO DO SUPORTE DIANT  M17,12,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,030368 - FECHAM DA TRANSVERSINA,0,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,468540 - FECHAMENYO FRONTAL F4 6 -ICAM,0,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,480009 - ANILHO DA MOLA [CAÇAMBA SIMPLES,0,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,483023-FECHAMENTO LATERAL ICAM (M98) FA,68,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,030376 - FIXADOR CHAPA LATERAL _ TAMPA L,0,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,412661,24,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,032467 - FECHAMENTO [EIXO - CBH6],0,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,448552-plasma,88,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,032402 - FECHAMENTO _ EIXO DIANTEIRO-TRA,0,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,032639 - FECHAMENTO [EIXO - CBH7],8,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,030375 - FIXADOR [TAMPA LATERAL - CBH],0,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,417749-FECHAM. LAT. BRAÇO-PLASMA,0,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,030318 - TRANSVERSINA DIANTEIRA _ CHASSI,0,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
107040,025745 - APOIO SUPORTE DE MOLAS - CHASSI,44,,,,3/16,"0,8.24671e+19","2800,00 x 1200,00 mm","4,00",03/04/2025,Laser,2158,,,,PCP
1688 JFY,"030318 - TRANSVERSINA DIANTEIRA _ CHASSI 1 EIXO _ CBH-CBHM 4,0T",24,298.00 * 240.95,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,035387 - COMPLEMENTO LATERAL,12,831.15 * 524.04,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,030750-TRANSV. DIANT. PLASMA,12,195.00 * 266.00,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,025546 - FECHAMENTO DO EIXO [EIXO - F4],40,287.99 * 96.00,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,475087 - PLASMA,6,375.00 * 690.00,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,035254 - BASE DAS ORELHAS,10,120.00 * 111.59,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,035255 - CORPO DO TUBO GUIA,10,192.86 * 240.00,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,035095 - CHAPA GUIA,10,110.00 * 40.00,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,035252 - COMPLEMENTO DO TUBO GUIA,10,110.00 * 240.00,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,030375 - FIXADOR [TAMPA LATERAL - CBH],2,100.00 * 94.97,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,030368 - FECHAM DA TRANSVERSINA,20,100.00 * 174.07,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],48,40.00 * 95.00,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
1688 JFY,030388 - COMPLEMENTO BASE MÓVEL,100,78.99 * 36.70,,,"4,75 mm ","0,8644","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,,opp,,,PCP
20212,494653.DWG,89,"45,00 × 85,00 mm","0,23 kg",0:00:30,"MS 10,00 mm ","85,36%","4070,00 × 1500,00 mm","1,00",03/04/2025,Plasma,,opp,,,PCP
20212,491743.dwg,16,"260,00 × 80,00 mm","1,59 kg",0:00:42,"MS 10,00 mm ","85,36%","4070,00 × 1500,00 mm","1,00",03/04/2025,Plasma,,opp,,,PCP
20212,"031045 - SAPATA MAIOR [CHASSI 1 EIXO - CBH_CBHM 4,0_6,0T].DWG",40,"165,00 × 522,00 mm","6,49 kg",0:02:50,"MS 10,00 mm ","85,36%","4070,00 × 1500,00 mm","1,00",03/04/2025,Plasma,,opp,,,PCP
20212,409741 - SAPATA [CHASSI - CBHM].DWG,40,"165,00 × 210,00 mm","2,57 kg",0:01:30,"MS 10,00 mm ","85,36%","4070,00 × 1500,00 mm","1,00",03/04/2025,Plasma,,opp,,,PCP
107041,441480-SUPORTE ENGATE IÇAMENTO,54,,,,"4,76 mm ","0,8149","1200,00 × 2820,00 mm","3,00",03/04/2025,Laser JYF,16007 JFY,,,,PCP
107041,032352 - SUPORTE FRONTAL FURADO _ CHASSI _ CBH-CBHM,12,,,,"4,76 mm ","0,8149","1200,00 × 2820,00 mm","3,00",03/04/2025,Laser JYF,16007 JFY,,,,PCP
107041,032353 - COMPL. SUPORTE FRONTAL _ CHASSI _ CBH-CBHM,12,,,,"4,76 mm ","0,8149","1200,00 × 2820,00 mm","3,00",03/04/2025,Laser JYF,16007 JFY,,,,PCP
107041,033889 - REFORÇO INTERIOR DO CABEÇÃO,12,,,,"4,76 mm ","0,8149","1200,00 × 2820,00 mm","3,00",03/04/2025,Laser JYF,16007 JFY,,,,PCP
107041,036128 - REFORCO DA BUCHA [COMPLEMENTO LATERAL - CTH4500],249,,,,"4,76 mm ","0,8149","1200,00 × 2820,00 mm","3,00",03/04/2025,Laser JYF,16007 JFY,,,,PCP
107042,031206A - CHAPEAMENTO FRONTAL [CAÇAMBA - CBH],12,,,,"2,65 mm ","0,9041","1210,00 × 4000,00 mm","6,00",03/04/2025,Laser JYF,1521 JFY,,,,PCP
107042,031207 - FECHAM. DO FUEIRO _ CAÇAMBA _ CBH,36,,,,"2,65 mm ","0,9041","1210,00 × 4000,00 mm","6,00",03/04/2025,Laser JYF,1521 JFY,,,,PCP
107043,031206B,12,,,,"2,65 mm ","0,9193","1200,00 × 2500,00 mm","2,00",03/04/2025,Laser JYF,1501 JFY,,,,PCP
107043,465793-PLASMA,16,,,,"2,65 mm ","0,9193","1200,00 × 2500,00 mm","2,00",03/04/2025,Laser JYF,1501 JFY,,,,PCP
107043,031203 - REFORÇO INTERNO DIANTEIRO M19 v2,4,,,,"2,65 mm ","0,9193","1200,00 × 2500,00 mm","2,00",03/04/2025,Laser JYF,1501 JFY,,,,PCP
107044,"030544A - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 6,0T",12,,,,"2,65 mm ","0,9453","1210,00 × 3800,00 mm","12,00",03/04/2025,Laser JYF,1524 JFY,,,,PCP
107045,"030544B - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 6,0T",4,,,,"2,65 mm ","0,955","1210,00 × 3800,00 mm","2,00",03/04/2025,Laser JYF,1526 JFY,,,,PCP
107046,425953 - FECHAMENTO LATERAL _ TAMPA DIANTEIRA-LATERAL SUPERIOR-INFERIOR 45CM _ CBHM 4500-5000-6000-8000-10000,240,,,,"3,75 mm ","0,9308","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1661 JFY,,,,PCP
107046,429764-plasma,42,,,,"3,75 mm ","0,9308","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1661 JFY,,,,PCP
107046,031017 - FECHAMENTO LATERAL ALT 45 [GRADE TRASEIRA - F],16,,,,"3,75 mm ","0,9308","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1661 JFY,,,,PCP
107047,032440 - COMPLEMENTO DO FECHAM LAT TRAS _ CAÇAMBA CBH,18,,,,"3,75 mm ","0,8082","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1396 JFY,,,,PCP
107047,032439 - FECHAMENTO LAT TRAS SEM COMP _ CAÇAMBA CBH,18,,,,"3,75 mm ","0,8082","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1396 JFY,,,,PCP
107047,425953 - FECHAMENTO LATERAL _ TAMPA DIANTEIRA-LATERAL SUPERIOR-INFERIOR 45CM _ CBHM 4500-5000-6000-8000-10000,32,,,,"3,75 mm ","0,8082","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1396 JFY,,,,PCP
107047,465422.FECH. TRAS. LONG. PLASMAdwg,30,,,,"3,75 mm ","0,8082","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1396 JFY,,,,PCP
107047,481713-plasma,6,,,,"3,75 mm ","0,8082","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1396 JFY,,,,PCP
107047,032317 - COMPL. FECHAM. DO FUEIRO _ CAÇAMBA _ CBH,20,,,,"3,75 mm ","0,8082","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1396 JFY,,,,PCP
107047,409820 - PLASMA,236,,,,"3,75 mm ","0,8082","1200,00 × 4000,00 mm","2,00",03/04/2025,Laser JYF,1396 JFY,,,,PCP
107048,460394 - CHAPEAMENTO [GRADE DIANTEIRA - CBHM5000],120,,,,2 mm ,"0,9467","1211,00 × 3500,00 mm","30,00",03/04/2025,Laser JYF,1654 JFY,,,,PCP
107049,031740 - SUPORTE EXTERNO,18,,,,"MS 16,00 mm ","0,709","2550,00 × 850,00 mm","1,00",04/04/2025,Plasma,20035,,,,PCP
107049,031736 - SUPORTE INTERNO,18,,,,"MS 16,00 mm ","0,709","2550,00 × 850,00 mm","1,00",04/04/2025,Plasma,20035,,,,PCP
107049,031225 - DOBRADIÇA SUPERIOR,25,,,,"MS 16,00 mm ","0,709","2550,00 × 850,00 mm","1,00",04/04/2025,Plasma,20035,,,,PCP
107049,031239 - DOBRADIÇA HORIZONTAL M18,36,,,,"MS 16,00 mm ","0,709","2550,00 × 850,00 mm","1,00",04/04/2025,Plasma,20035,,,,PCP
107050,031556 - REFORÇO CENTRAL,12,,,,"MS 6,00 mm ","0,8848","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20161,,,,PCP
107050,490313-REFORÇO TRAVA T TRAS ACESS CBHM,57,,,,"MS 6,00 mm ","0,8848","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20161,,,,PCP
107050,409959PL - COM FURO MAIOR,48,,,,"MS 6,00 mm ","0,8848","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20161,,,,PCP
107050,425801-GUIA DA PLATAFORMA CBHM,13,,,,"MS 6,00 mm ","0,8848","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20161,,,,PCP
107050,"410214 -PORTA ALAV COMANDO ICAM A3,5",12,,,,"MS 6,00 mm ","0,8848","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20161,,,,PCP
107051,025602 - CHAPEAMENTO DO GUIA [EIXO BALANCIM - F4_F6],12,,,,"MS 6,00 mm ","0,9053","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20138,,,,PCP
107051,"030509 - TRANSVERSINA INTERMEDIARIA TRASEIRA _ CHASSI 2 EIXOS _ CBH-CBHM 6,0T",7,,,,"MS 6,00 mm ","0,9053","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20138,,,,PCP
107051,025734 - PLASMA,9,,,,"MS 6,00 mm ","0,9053","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20138,,,,PCP
107051,450856,10,,,,"MS 6,00 mm ","0,9053","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20138,,,,PCP
107051,025845 - REF INFERIOR DO EIXO - CBHM 6000 2E (M14),27,,,,"MS 6,00 mm ","0,9053","6000,00 × 1200,00 mm","1,00",04/04/2025,Plasma,20138,,,,PCP
107052,031484 - LONGARINA _ PLATAFORMA _ CBHM 6000 CAFEEIRA,12,,,,"MS 4,75 mm ","0,9395","3720,00 × 1200,00 mm","3,00",04/04/2025,Plasma,20140,,,,PCP
107052,032045  - CANTONEIRA INFERIOR [TAMPA TRASEIRA - CBHM5000],0,,,,"MS 4,75 mm ","0,9395","3720,00 × 1200,00 mm","3,00",04/04/2025,Plasma,20140,,,,PCP
107052,"013213 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 1,10M _ CBHM 5000-6000",9,,,,"MS 4,75 mm ","0,9395","3720,00 × 1200,00 mm","3,00",04/04/2025,Plasma,20140,,,,PCP
107052,441480-SUPORTE ENGATE IÇAMENTO,6,,,,"MS 4,75 mm ","0,9395","3720,00 × 1200,00 mm","3,00",04/04/2025,Plasma,20140,,,,PCP
1689 JFY,"030318 - TRANSVERSINA DIANTEIRA _ CHASSI 1 EIXO _ CBH-CBHM 4,0T",24,298.00 * 240.95,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,035387 - COMPLEMENTO LATERAL,6,831.15 * 524.04,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,030750-TRANSV. DIANT. PLASMA,12,195.00 * 266.00,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,025546 - FECHAMENTO DO EIXO [EIXO - F4],18,287.99 * 96.00,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,475087 - PLASMA,9,375.00 * 690.00,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,035254 - BASE DAS ORELHAS,12,120.00 * 111.59,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,035255 - CORPO DO TUBO GUIA,12,192.86 * 240.00,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,035095 - CHAPA GUIA,12,110.00 * 40.00,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,035252 - COMPLEMENTO DO TUBO GUIA,12,110.00 * 240.00,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,030375 - FIXADOR [TAMPA LATERAL - CBH],3,100.00 * 94.97,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,030368 - FECHAM DA TRANSVERSINA,0,100.00 * 174.07,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],33,40.00 * 95.00,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,030388 - COMPLEMENTO BASE MÓVEL,66,78.99 * 36.70,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
1689 JFY,027290 - FECHAMENTO TRASEIRO,45,50.00 * 50.00,,,"4,75 mm ","0,8848","1200,00 × 2290,00 mm","3,00",04/04/2025,Laser JYF,,opp,,,PCP
20213,035142 - SAPATA FIXA.DWG,1,"100,00 × 220,00 mm","1,34 kg",0:01:17,"MS 8,00 mm ","60,01%","250,00 × 250,00 mm","1,00",04/04/2025,Plasma,,opp,,,PCP
20213,035678 - SAPATA PARTE MOVEL.DWG,1,"100,00 × 186,91 mm","1,01 kg",0:01:12,"MS 8,00 mm ","60,01%","250,00 × 250,00 mm","1,00",04/04/2025,Plasma,,opp,,,PCP
20214,034394 - ASSOALHO [GAIOLA - FT10500 M23].DWG,1,"991,83 × 2240,00 mm","51,93 kg",0:03:48,"MS 3,04 mm ","47,33%","3840,00 × 1200,00 mm","1,00",04/04/2025,Plasma,,opp,,,PCP
107053,425953 - FECHAMENTO LATERAL _ TAMPA DIAN,304,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,409820 - PLASMA,56,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,429764-plasma,2,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,031237 - CHAPEAM. DO FUEIRO DIANT. M18 v,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,032317 - COMPL. FECHAM. DO FUEIRO _ CAÇA,6,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,466578 - FECHAMENTO LATERAL _ TAMPA DIAN,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,"032547 - COLUNA DO FECHAM DIANT _ FA6,0",0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,032548 - REFORÇO INFERIOR DIANT _ BAG-CE,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,031017 - FECHAMENTO LATERAL ALT 45 [GRAD,6,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,030451 - FECHAMENTO LATERAL _ TAMPA LATE,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,025562 - REFORÇO INF - FECHAMENTO DIANT,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,034399 - LATERAL [BANDEJA - FT10500 FT12,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,026454-PLASMA,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,409686-TRANSV INTERMEDIARIA CBHM,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,034153 - TRANSVERSINA INTERMEDIARIA [EST,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,031060 - FECHAMENTO LATERAL ALT 45 [GRAD,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,460679,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,031862 - COLUNA _ FECHAMENTO DIANTEIRO (,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
107053,031238 - FECHAM. DO FUEIRO DIANT. SUP. M,0,,,,5/32 ,"0,9096106797149239","4000,00 x 1500,00 mm","2,00",04/04/2025,Laser,2862,,,,PCP
1690 JFY,900391 - BASE [TOTEM AGRISHOW - 2025],10,400.00 * 408.38,,,"6,3 mm ","0,9232","1200,00 × 2300,00 mm","1,00",04/04/2025,Laser JYF,,opp,,,PCP
1690 JFY,900392 - CONTRA-CHAPA [TOTEM AGRISHOW - 2025],18,400.00 * 60.93,,,"6,3 mm ","0,9232","1200,00 × 2300,00 mm","1,00",04/04/2025,Laser JYF,,opp,,,PCP
1690 JFY,463383A,3,98.00 * 1810.00,,,"6,3 mm ","0,9232","1200,00 × 2300,00 mm","1,00",04/04/2025,Laser JYF,,opp,,,PCP
20215,031485 [COM RASGO] - LONGARINA [CHASSI - CBHM 6000 CAFEEIRA].DWG,18,"3284,99 × 346,15 mm","40,71 kg",0:02:15,"MS 4,75 mm ","93,21%","6000,00 × 1200,00 mm","6,00",04/04/2025,Plasma,,opp,,,PCP
20215,[6.35]030317 - LONGARINA.DWG,18,"2695,00 × 346,00 mm","33,10 kg",0:02:20,"MS 4,75 mm ","93,21%","6000,00 × 1200,00 mm","6,00",04/04/2025,Plasma,,opp,,,PCP
20215,031515 - TRANSV. INTERM. FRONTAL.DWG,18,"196,00 × 365,00 mm","2,60 kg",0:00:30,"MS 4,75 mm ","93,21%","6000,00 × 1200,00 mm","6,00",04/04/2025,Plasma,,opp,,,PCP
20215,032045  - CANTONEIRA INFERIOR [TAMPA TRASEIRA - CBHM5000].DWG,0,"1686,00 × 139,86 mm","8,77 kg",0:01:11,"MS 4,75 mm ","93,21%","6000,00 × 1200,00 mm","6,00",04/04/2025,Plasma,,opp,,,PCP
20215,"013213 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 1,10M _ CBHM 5000-6000.DWG",30,"100,05 × 1100,00 mm","4,09 kg",0:00:54,"MS 4,75 mm ","93,21%","6000,00 × 1200,00 mm","6,00",04/04/2025,Plasma,,opp,,,PCP
20216,415327 - ABRACADEIRA [ENGATE - VC1700].DWG,10,"322,56 × 316,15 mm","5,52 kg",0:02:06,"MS 16,00 mm ","79,74%","650,00 × 850,00 mm","1,00",04/04/2025,Plasma,,opp,,,PCP
2889,465422.FECH. TRAS. LONG. PLASMAdwg,0,,,,5/32 ,0.8907637514839731,"1400,00 x 1199,00 mm","1,00",04/04/2025,Laser,,opp,,,PCP
2889,409686-TRANSV INTERMEDIARIA CBHM,0,,,,5/32 ,0.8907637514839731,"1400,00 x 1199,00 mm","1,00",04/04/2025,Laser,,opp,,,PCP
2889,425953 - FECHAMENTO LATERAL _ TAMPA DIAN,5,,,,5/32 ,0.8907637514839731,"1400,00 x 1199,00 mm","1,00",04/04/2025,Laser,,opp,,,PCP
